Zeit;Kanal A
(ms);(mV)

-15,63187429;-12,84695000
-15,62687429;-14,52264000
-15,62187429;-14,33624000
-15,61687429;-14,15047000
-15,61187429;-14,33624000
-15,60687429;-13,21912000
-15,60187429;-12,66056000
-15,59687429;-10,98487000
-15,59187429;-10,98487000
-15,58687429;-10,42630000
-15,58187429;-9,30917700
-15,57687429;-9,30917700
-15,57187429;-8,93700700
-15,56687429;-9,12278500
-15,56187429;-8,56422200
-15,55687429;-7,81988100
-15,55187429;-7,81988100
-15,54687429;-8,93700700
-15,54187429;-8,93700700
-15,53687429;-8,93700700
-15,53187429;-9,49557100
-15,52687429;-10,05413000
-15,52187429;-10,61270000
-15,51687429;-11,91621000
-15,51187429;-11,54343000
-15,50687429;-11,54343000
-15,50187429;-11,91621000
-15,49687429;-11,91621000
-15,49187429;-11,91621000
-15,48687429;-12,66056000
-15,48187429;-11,54343000
-15,47687429;-11,91621000
-15,47187429;-11,54343000
-15,46687429;-11,17126000
-15,46187429;-11,72982000
-15,45687429;-10,98487000
-15,45187429;-10,05413000
-15,44687429;-9,12278500
-15,44187429;-10,61270000
-15,43687429;-9,86774200
-15,43187429;-9,49557100
-15,42687429;-9,49557100
-15,42187429;-9,30917700
-15,41687429;-9,12278500
-15,41187429;-9,12278500
-15,40687429;-9,68134800
-15,40187429;-9,68134800
-15,39687429;-10,05413000
-15,39187429;-10,61270000
-15,38687429;-11,17126000
-15,38187429;-10,98487000
-15,37687429;-9,86774200
-15,37187430;-10,61270000
-15,36687430;-10,61270000
-15,36187430;-10,79847000
-15,35687430;-10,42630000
-15,35187430;-10,79847000
-15,34687430;-8,75061500
-15,34187430;-9,12278500
-15,33687430;-8,93700700
-15,33187430;-8,00565900
-15,32687430;-7,81988100
-15,32187430;-8,75061500
-15,31687430;-8,00565900
-15,31187430;-7,81988100
-15,30687430;-6,88853300
-15,30187430;-6,70275500
-15,29687430;-6,70275500
-15,29187430;-6,32997000
-15,28687430;-4,84067400
-15,28187430;-5,58562900
-15,27687430;-5,21284400
-15,27187430;-5,02706700
-15,26687430;-5,77140700
-15,26187430;-6,14419300
-15,25687430;-5,77140700
-15,25187430;-5,95780000
-15,24687430;-7,26131900
-15,24187430;-6,70275500
-15,23687430;-7,26131900
-15,23187430;-6,70275500
-15,22687430;-6,51636300
-15,22187430;-6,70275500
-15,21687430;-6,51636300
-15,21187430;-6,88853300
-15,20687430;-5,77140700
-15,20187430;-5,39923700
-15,19687430;-4,46850300
-15,19187430;-3,90994000
-15,18687430;-4,46850300
-15,18187430;-2,60642200
-15,17687430;-2,04785900
-15,17187430;-1,11712600
-15,16687430;-0,74434050
-15,16187430;0,00000000
-15,15687430;0,93073320
-15,15187430;1,86146600
-15,14687430;2,97859200
-15,14187430;3,53715500
-15,13687430;4,09571800
-15,13187430;4,65428200
-15,12687430;6,14419300
-15,12187430;6,88853300
-15,11687430;6,51636300
-15,11187430;7,07492600
-15,10687430;7,26131900
-15,10187430;7,44709600
-15,09687430;8,37844500
-15,09187430;8,56422200
-15,08687430;8,56422200
-15,08187430;8,56422200
-15,07687430;9,49557100
-15,07187430;9,30917700
-15,06687430;9,49557100
-15,06187430;9,68134800
-15,05687430;10,42630000
-15,05187430;10,98487000
-15,04687430;10,42630000
-15,04187430;11,35704000
-15,03687430;12,10199000
-15,03187430;11,72982000
-15,02687430;11,91621000
-15,02187430;12,10199000
-15,01687430;12,47478000
-15,01187430;12,47478000
-15,00687430;12,66056000
-15,00187430;12,66056000
-14,99687430;11,35704000
-14,99187430;11,35704000
-14,98687430;12,10199000
-14,98187430;11,17126000
-14,97687431;11,72982000
-14,97187431;10,79847000
-14,96687431;11,72982000
-14,96187431;11,35704000
-14,95687431;11,35704000
-14,95187431;11,17126000
-14,94687431;12,10199000
-14,94187431;11,35704000
-14,93687431;11,54343000
-14,93187431;11,35704000
-14,92687431;12,10199000
-14,92187431;12,66056000
-14,91687431;12,28839000
-14,91187431;12,28839000
-14,90687431;11,91621000
-14,90187431;11,91621000
-14,89687431;11,54343000
-14,89187431;11,35704000
-14,88687431;10,42630000
-14,88187431;10,05413000
-14,87687431;11,17126000
-14,87187431;10,23991000
-14,86687431;9,68134800
-14,86187431;9,86774200
-14,85687431;10,05413000
-14,85187431;11,35704000
-14,84687431;10,42630000
-14,84187431;9,86774200
-14,83687431;10,23991000
-14,83187431;10,23991000
-14,82687431;11,35704000
-14,82187431;11,54343000
-14,81687431;11,54343000
-14,81187431;12,28839000
-14,80687431;11,72982000
-14,80187431;11,91621000
-14,79687431;11,72982000
-14,79187431;12,10199000
-14,78687431;10,98487000
-14,78187431;11,17126000
-14,77687431;10,79847000
-14,77187431;11,17126000
-14,76687431;10,98487000
-14,76187431;10,79847000
-14,75687431;11,35704000
-14,75187431;10,61270000
-14,74687431;11,17126000
-14,74187431;10,79847000
-14,73687431;10,79847000
-14,73187431;10,79847000
-14,72687431;10,42630000
-14,72187431;11,17126000
-14,71687431;10,79847000
-14,71187431;11,17126000
-14,70687431;11,35704000
-14,70187431;11,54343000
-14,69687431;11,72982000
-14,69187431;11,17126000
-14,68687431;11,35704000
-14,68187431;10,98487000
-14,67687431;11,17126000
-14,67187431;11,17126000
-14,66687431;11,17126000
-14,66187431;10,42630000
-14,65687431;10,79847000
-14,65187431;9,86774200
-14,64687431;9,30917700
-14,64187431;8,19205200
-14,63687431;8,00565900
-14,63187431;6,51636300
-14,62687431;5,39923700
-14,62187431;2,97859200
-14,61687431;3,16498500
-14,61187431;1,86146600
-14,60687431;0,37217020
-14,60187431;-0,74434050
-14,59687431;-2,04785900
-14,59187431;-2,60642200
-14,58687431;-3,53715500
-14,58187432;-4,28211100
-14,57687432;-4,09571800
-14,57187432;-3,90994000
-14,56687432;-3,53715500
-14,56187432;-2,60642200
-14,55687432;-1,67568900
-14,55187432;-0,93073320
-14,54687432;0,55856290
-14,54187432;0,93073320
-14,53687432;0,93073320
-14,53187432;1,67568900
-14,52687432;1,48929600
-14,52187432;1,48929600
-14,51687432;0,93073320
-14,51187432;-0,74434050
-14,50687432;-1,11712600
-14,50187432;-2,04785900
-14,49687432;-3,16498500
-14,49187432;-4,46850300
-14,48687432;-5,58562900
-14,48187432;-6,32997000
-14,47687432;-7,26131900
-14,47187432;-6,88853300
-14,46687432;-7,44709600
-14,46187432;-6,88853300
-14,45687432;-6,88853300
-14,45187432;-6,70275500
-14,44687432;-6,51636300
-14,44187432;-5,95780000
-14,43687432;-6,32997000
-14,43187432;-5,95780000
-14,42687432;-5,77140700
-14,42187432;-5,39923700
-14,41687432;-6,70275500
-14,41187432;-6,70275500
-14,40687432;-8,00565900
-14,40187432;-9,12278500
-14,39687432;-9,12278500
-14,39187432;-10,98487000
-14,38687432;-12,66056000
-14,38187432;-12,28839000
-14,37687432;-13,21912000
-14,37187432;-13,40551000
-14,36687432;-14,33624000
-14,36187432;-15,08120000
-14,35687432;-14,33624000
-14,35187432;-14,33624000
-14,34687432;-13,59190000
-14,34187432;-13,40551000
-14,33687432;-12,47478000
-14,33187432;-11,54343000
-14,32687432;-10,79847000
-14,32187432;-10,42630000
-14,31687432;-10,42630000
-14,31187432;-9,86774200
-14,30687432;-9,68134800
-14,30187432;-8,93700700
-14,29687432;-8,93700700
-14,29187432;-9,68134800
-14,28687432;-8,93700700
-14,28187432;-9,30917700
-14,27687432;-9,12278500
-14,27187432;-9,86774200
-14,26687432;-9,49557100
-14,26187432;-11,17126000
-14,25687432;-10,42630000
-14,25187432;-11,54343000
-14,24687432;-12,28839000
-14,24187432;-11,91621000
-14,23687432;-12,84695000
-14,23187432;-12,10199000
-14,22687432;-12,84695000
-14,22187432;-11,91621000
-14,21687432;-12,66056000
-14,21187432;-12,28839000
-14,20687432;-11,54343000
-14,20187432;-11,54343000
-14,19687432;-11,54343000
-14,19187432;-11,35704000
-14,18687433;-10,98487000
-14,18187433;-10,61270000
-14,17687433;-10,42630000
-14,17187433;-10,61270000
-14,16687433;-10,05413000
-14,16187433;-9,49557100
-14,15687433;-9,86774200
-14,15187433;-10,42630000
-14,14687433;-9,68134800
-14,14187433;-10,05413000
-14,13687433;-10,42630000
-14,13187433;-11,72982000
-14,12687433;-10,98487000
-14,12187433;-10,42630000
-14,11687433;-10,61270000
-14,11187433;-10,61270000
-14,10687433;-11,35704000
-14,10187433;-11,35704000
-14,09687433;-11,72982000
-14,09187433;-10,61270000
-14,08687433;-10,23991000
-14,08187433;-9,68134800
-14,07687433;-10,05413000
-14,07187433;-9,12278500
-14,06687433;-8,56422200
-14,06187433;-8,00565900
-14,05687433;-7,63348900
-14,05187433;-7,44709600
-14,04687433;-7,07492600
-14,04187433;-7,26131900
-14,03687433;-5,95780000
-14,03187433;-5,39923700
-14,02687433;-6,32997000
-14,02187433;-6,70275500
-14,01687433;-5,21284400
-14,01187433;-5,77140700
-14,00687433;-6,32997000
-14,00187433;-5,95780000
-13,99687433;-6,51636300
-13,99187433;-5,95780000
-13,98687433;-6,88853300
-13,98187433;-6,70275500
-13,97687433;-7,26131900
-13,97187433;-7,07492600
-13,96687433;-6,32997000
-13,96187433;-7,26131900
-13,95687433;-7,07492600
-13,95187433;-6,14419300
-13,94687433;-4,84067400
-13,94187433;-4,84067400
-13,93687433;-5,02706700
-13,93187433;-4,46850300
-13,92687433;-3,90994000
-13,92187433;-3,16498500
-13,91687433;-2,60642200
-13,91187433;-2,04785900
-13,90687433;-1,11712600
-13,90187433;-0,37217020
-13,89687433;0,55856290
-13,89187433;1,48929600
-13,88687433;1,48929600
-13,88187433;3,35137800
-13,87687433;4,46850300
-13,87187433;4,28211100
-13,86687433;5,21284400
-13,86187433;6,32997000
-13,85687433;6,51636300
-13,85187433;7,44709600
-13,84687433;7,44709600
-13,84187433;8,00565900
-13,83687433;8,37844500
-13,83187433;9,49557100
-13,82687433;8,93700700
-13,82187433;9,30917700
-13,81687433;8,75061500
-13,81187433;10,61270000
-13,80687433;11,17126000
-13,80187433;10,05413000
-13,79687433;10,79847000
-13,79187434;10,23991000
-13,78687434;10,23991000
-13,78187434;11,35704000
-13,77687434;12,28839000
-13,77187434;12,66056000
-13,76687434;12,10199000
-13,76187434;12,47478000
-13,75687434;13,03334000
-13,75187434;12,66056000
-13,74687434;12,66056000
-13,74187434;12,47478000
-13,73687434;12,28839000
-13,73187434;12,66056000
-13,72687434;11,72982000
-13,72187434;11,17126000
-13,71687434;12,47478000
-13,71187434;11,35704000
-13,70687434;11,35704000
-13,70187434;11,35704000
-13,69687434;11,35704000
-13,69187434;11,72982000
-13,68687434;10,79847000
-13,68187434;10,79847000
-13,67687434;10,79847000
-13,67187434;12,10199000
-13,66687434;12,28839000
-13,66187434;11,91621000
-13,65687434;12,10199000
-13,65187434;12,28839000
-13,64687434;11,91621000
-13,64187434;11,72982000
-13,63687434;11,72982000
-13,63187434;11,54343000
-13,62687434;10,42630000
-13,62187434;10,42630000
-13,61687434;10,61270000
-13,61187434;10,23991000
-13,60687434;9,12278500
-13,60187434;9,49557100
-13,59687434;9,49557100
-13,59187434;9,86774200
-13,58687434;10,42630000
-13,58187434;9,68134800
-13,57687434;9,30917700
-13,57187434;9,49557100
-13,56687434;9,86774200
-13,56187434;10,05413000
-13,55687434;10,79847000
-13,55187434;9,68134800
-13,54687434;9,49557100
-13,54187434;10,98487000
-13,53687434;11,17126000
-13,53187434;10,61270000
-13,52687434;11,17126000
-13,52187434;11,72982000
-13,51687434;11,17126000
-13,51187434;11,35704000
-13,50687434;10,98487000
-13,50187434;11,17126000
-13,49687434;10,79847000
-13,49187434;11,54343000
-13,48687434;11,35704000
-13,48187434;10,79847000
-13,47687434;11,17126000
-13,47187434;10,79847000
-13,46687434;11,35704000
-13,46187434;11,17126000
-13,45687434;10,42630000
-13,45187434;11,17126000
-13,44687434;10,23991000
-13,44187434;11,17126000
-13,43687434;11,35704000
-13,43187434;11,91621000
-13,42687434;11,17126000
-13,42187434;11,72982000
-13,41687434;11,17126000
-13,41187434;11,35704000
-13,40687434;10,98487000
-13,40187434;10,42630000
-13,39687434;10,42630000
-13,39187435;9,30917700
-13,38687435;9,86774200
-13,38187435;9,68134800
-13,37687435;8,37844500
-13,37187435;7,44709600
-13,36687435;6,14419300
-13,36187435;4,84067400
-13,35687435;4,09571800
-13,35187435;2,60642200
-13,34687435;1,11712600
-13,34187435;0,18577760
-13,33687435;-2,23425200
-13,33187435;-2,42002900
-13,32687435;-4,09571800
-13,32187435;-4,28211100
-13,31687435;-4,84067400
-13,31187435;-4,84067400
-13,30687435;-4,28211100
-13,30187435;-2,79281500
-13,29687435;-2,42002900
-13,29187435;-1,11712600
-13,28687435;0,00000000
-13,28187435;0,55856290
-13,27687435;1,67568900
-13,27187435;1,86146600
-13,26687435;1,67568900
-13,26187435;1,48929600
-13,25687435;1,11712600
-13,25187435;0,18577760
-13,24687435;-0,74434050
-13,24187435;-2,04785900
-13,23687435;-3,16498500
-13,23187435;-6,51636300
-13,22687435;-5,21284400
-13,22187435;-5,39923700
-13,21687435;-6,70275500
-13,21187435;-7,26131900
-13,20687435;-7,63348900
-13,20187435;-7,81988100
-13,19687435;-7,07492600
-13,19187435;-6,70275500
-13,18687435;-6,88853300
-13,18187435;-6,32997000
-13,17687435;-6,14419300
-13,17187435;-5,95780000
-13,16687435;-6,70275500
-13,16187435;-6,32997000
-13,15687435;-6,70275500
-13,15187435;-6,70275500
-13,14687435;-7,63348900
-13,14187435;-8,56422200
-13,13687435;-9,68134800
-13,13187435;-11,35704000
-13,12687435;-11,54343000
-13,12187435;-12,10199000
-13,11687435;-13,40551000
-13,11187435;-14,33624000
-13,10687435;-14,33624000
-13,10187435;-14,89481000
-13,09687435;-14,70903000
-13,09187435;-15,08120000
-13,08687435;-14,33624000
-13,08187435;-13,21912000
-13,07687435;-13,59190000
-13,07187435;-12,10199000
-13,06687435;-11,91621000
-13,06187435;-10,98487000
-13,05687435;-10,42630000
-13,05187435;-9,49557100
-13,04687435;-9,49557100
-13,04187435;-9,49557100
-13,03687435;-10,05413000
-13,03187435;-8,93700700
-13,02687435;-9,49557100
-13,02187435;-9,12278500
-13,01687435;-9,86774200
-13,01187435;-10,42630000
-13,00687435;-10,05413000
-13,00187435;-10,42630000
-12,99687436;-11,17126000
-12,99187436;-10,98487000
-12,98687436;-11,72982000
-12,98187436;-12,10199000
-12,97687436;-12,47478000
-12,97187436;-12,84695000
-12,96687436;-12,66056000
-12,96187436;-12,66056000
-12,95687436;-11,54343000
-12,95187436;-11,91621000
-12,94687436;-11,91621000
-12,94187436;-11,54343000
-12,93687436;-11,54343000
-12,93187436;-10,61270000
-12,92687436;-10,42630000
-12,92187436;-10,05413000
-12,91687436;-10,05413000
-12,91187436;-10,05413000
-12,90687436;-9,68134800
-12,90187436;-9,68134800
-12,89687436;-9,49557100
-12,89187436;-10,05413000
-12,88687436;-10,05413000
-12,88187436;-9,68134800
-12,87687436;-9,49557100
-12,87187436;-8,19205200
-12,86687436;-11,17126000
-12,86187436;-10,79847000
-12,85687436;-11,17126000
-12,85187436;-10,61270000
-12,84687436;-10,98487000
-12,84187436;-10,98487000
-12,83687436;-10,98487000
-12,83187436;-10,79847000
-12,82687436;-10,61270000
-12,82187436;-10,42630000
-12,81687436;-10,42630000
-12,81187436;-10,05413000
-12,80687436;-9,12278500
-12,80187436;-9,49557100
-12,79687436;-8,75061500
-12,79187436;-8,75061500
-12,78687436;-8,56422200
-12,78187436;-7,63348900
-12,77687436;-7,07492600
-12,77187436;-6,88853300
-12,76687436;-7,07492600
-12,76187436;-6,32997000
-12,75687436;-6,70275500
-12,75187436;-6,70275500
-12,74687436;-6,70275500
-12,74187436;-6,70275500
-12,73687436;-6,51636300
-12,73187436;-6,88853300
-12,72687436;-7,26131900
-12,72187436;-7,63348900
-12,71687436;-7,63348900
-12,71187436;-7,26131900
-12,70687436;-7,07492600
-12,70187436;-6,32997000
-12,69687436;-7,44709600
-12,69187436;-7,81988100
-12,68687436;-6,70275500
-12,68187436;-6,32997000
-12,67687436;-5,95780000
-12,67187436;-5,02706700
-12,66687436;-4,46850300
-12,66187436;-4,09571800
-12,65687436;-2,97859200
-12,65187436;-2,23425200
-12,64687436;-1,30290300
-12,64187436;0,55856290
-12,63687436;0,18577760
-12,63187436;0,74434050
-12,62687436;1,86146600
-12,62187436;2,42002900
-12,61687436;3,35137800
-12,61187436;3,35137800
-12,60687436;4,65428200
-12,60187437;5,58562900
-12,59687437;6,14419300
-12,59187437;6,70275500
-12,58687437;7,63348900
-12,58187437;7,26131900
-12,57687437;7,63348900
-12,57187437;8,37844500
-12,56687437;7,63348900
-12,56187437;8,56422200
-12,55687437;9,30917700
-12,55187437;9,86774200
-12,54687437;10,42630000
-12,54187437;10,23991000
-12,53687437;10,42630000
-12,53187437;10,42630000
-12,52687437;10,79847000
-12,52187437;11,17126000
-12,51687437;11,35704000
-12,51187437;12,28839000
-12,50687437;12,28839000
-12,50187437;13,40551000
-12,49687437;12,66056000
-12,49187437;13,03334000
-12,48687437;12,84695000
-12,48187437;12,47478000
-12,47687437;12,66056000
-12,47187437;11,72982000
-12,46687437;11,91621000
-12,46187437;11,72982000
-12,45687437;11,35704000
-12,45187437;12,28839000
-12,44687437;11,35704000
-12,44187437;11,72982000
-12,43687437;10,79847000
-12,43187437;11,91621000
-12,42687437;11,72982000
-12,42187437;12,10199000
-12,41687437;11,54343000
-12,41187437;12,28839000
-12,40687437;11,91621000
-12,40187437;12,10199000
-12,39687437;13,03334000
-12,39187437;12,66056000
-12,38687437;12,28839000
-12,38187437;11,35704000
-12,37687437;11,72982000
-12,37187437;11,17126000
-12,36687437;10,79847000
-12,36187437;10,79847000
-12,35687437;10,23991000
-12,35187437;9,86774200
-12,34687437;10,05413000
-12,34187437;9,12278500
-12,33687437;9,49557100
-12,33187437;8,93700700
-12,32687437;9,49557100
-12,32187437;9,86774200
-12,31687437;9,30917700
-12,31187437;10,23991000
-12,30687437;10,42630000
-12,30187437;11,17126000
-12,29687437;11,17126000
-12,29187437;10,79847000
-12,28687437;11,35704000
-12,28187437;11,35704000
-12,27687437;11,91621000
-12,27187437;11,35704000
-12,26687437;11,35704000
-12,26187437;13,03334000
-12,25687437;10,79847000
-12,25187437;11,17126000
-12,24687437;10,79847000
-12,24187437;11,54343000
-12,23687437;11,72982000
-12,23187437;10,98487000
-12,22687437;10,42630000
-12,22187437;10,61270000
-12,21687437;11,35704000
-12,21187437;10,79847000
-12,20687438;10,98487000
-12,20187438;10,79847000
-12,19687438;10,79847000
-12,19187438;11,17126000
-12,18687438;10,79847000
-12,18187438;11,17126000
-12,17687438;11,72982000
-12,17187438;11,91621000
-12,16687438;11,72982000
-12,16187438;11,91621000
-12,15687438;11,54343000
-12,15187438;11,35704000
-12,14687438;11,17126000
-12,14187438;10,42630000
-12,13687438;10,42630000
-12,13187438;11,72982000
-12,12687438;9,68134800
-12,12187438;9,86774200
-12,11687438;8,93700700
-12,11187438;10,42630000
-12,10687438;7,44709600
-12,10187438;5,21284400
-12,09687438;4,65428200
-12,09187438;3,16498500
-12,08687438;2,04785900
-12,08187438;0,55856290
-12,07687438;-0,74434050
-12,07187438;-2,23425200
-12,06687438;-3,35137800
-12,06187438;-3,53715500
-12,05687438;-4,28211100
-12,05187438;-4,09571800
-12,04687438;-4,09571800
-12,04187438;-3,53715500
-12,03687438;-2,42002900
-12,03187438;-2,04785900
-12,02687438;-0,18577760
-12,02187438;0,93073320
-12,01687438;1,48929600
-12,01187438;1,86146600
-12,00687438;2,60642200
-12,00187438;1,48929600
-11,99687438;1,86146600
-11,99187438;1,11712600
-11,98687438;0,37217020
-11,98187438;-0,74434050
-11,97687438;-2,23425200
-11,97187438;-3,16498500
-11,96687438;-4,46850300
-11,96187438;-5,77140700
-11,95687438;-5,58562900
-11,95187438;-6,70275500
-11,94687438;-6,88853300
-11,94187438;-7,81988100
-11,93687438;-7,63348900
-11,93187438;-7,44709600
-11,92687438;-6,88853300
-11,92187438;-6,88853300
-11,91687438;-5,77140700
-11,91187438;-5,77140700
-11,90687438;-5,77140700
-11,90187438;-4,84067400
-11,89687438;-5,58562900
-11,89187438;-6,14419300
-11,88687438;-7,26131900
-11,88187438;-8,00565900
-11,87687438;-9,12278500
-11,87187438;-10,42630000
-11,86687438;-10,61270000
-11,86187438;-11,35704000
-11,85687438;-12,84695000
-11,85187438;-13,21912000
-11,84687438;-14,15047000
-11,84187438;-14,33624000
-11,83687438;-14,70903000
-11,83187438;-13,77768000
-11,82687438;-14,33624000
-11,82187438;-13,77768000
-11,81687438;-13,40551000
-11,81187439;-12,47478000
-11,80687439;-11,54343000
-11,80187439;-11,91621000
-11,79687439;-10,42630000
-11,79187439;-10,05413000
-11,78687439;-9,68134800
-11,78187439;-9,68134800
-11,77687439;-8,56422200
-11,77187439;-8,19205200
-11,76687439;-8,75061500
-11,76187439;-8,75061500
-11,75687439;-9,68134800
-11,75187439;-9,86774200
-11,74687439;-10,05413000
-11,74187439;-10,98487000
-11,73687439;-10,98487000
-11,73187439;-11,35704000
-11,72687439;-11,35704000
-11,72187439;-11,72982000
-11,71687439;-11,35704000
-11,71187439;-12,47478000
-11,70687439;-12,28839000
-11,70187439;-11,91621000
-11,69687439;-11,72982000
-11,69187439;-12,28839000
-11,68687439;-11,35704000
-11,68187439;-11,17126000
-11,67687439;-11,17126000
-11,67187439;-10,61270000
-11,66687439;-10,05413000
-11,66187439;-9,68134800
-11,65687439;-10,05413000
-11,65187439;-10,05413000
-11,64687439;-9,68134800
-11,64187439;-9,30917700
-11,63687439;-8,75061500
-11,63187439;-9,30917700
-11,62687439;-10,05413000
-11,62187439;-11,54343000
-11,61687439;-10,23991000
-11,61187439;-10,42630000
-11,60687439;-10,05413000
-11,60187439;-11,17126000
-11,59687439;-11,17126000
-11,59187439;-10,98487000
-11,58687439;-10,98487000
-11,58187439;-11,35704000
-11,57687439;-10,98487000
-11,57187439;-10,61270000
-11,56687439;-10,98487000
-11,56187439;-10,05413000
-11,55687439;-10,23991000
-11,55187439;-9,49557100
-11,54687439;-9,68134800
-11,54187439;-9,30917700
-11,53687439;-8,37844500
-11,53187439;-7,63348900
-11,52687439;-6,88853300
-11,52187439;-7,44709600
-11,51687439;-6,70275500
-11,51187439;-7,44709600
-11,50687439;-6,88853300
-11,50187439;-6,32997000
-11,49687439;-5,77140700
-11,49187439;-6,32997000
-11,48687439;-5,58562900
-11,48187439;-5,77140700
-11,47687439;-5,77140700
-11,47187439;-6,70275500
-11,46687439;-7,26131900
-11,46187439;-6,32997000
-11,45687439;-6,88853300
-11,45187439;-5,77140700
-11,44687439;-6,51636300
-11,44187439;-7,44709600
-11,43687439;-7,26131900
-11,43187439;-6,70275500
-11,42687439;-6,14419300
-11,42187439;-5,02706700
-11,41687440;-5,39923700
-11,41187440;-4,09571800
-11,40687440;-5,02706700
-11,40187440;-3,90994000
-11,39687440;-2,97859200
-11,39187440;-2,97859200
-11,38687440;-1,67568900
-11,38187440;-0,74434050
-11,37687440;0,55856290
-11,37187440;1,67568900
-11,36687440;1,86146600
-11,36187440;1,86146600
-11,35687440;3,35137800
-11,35187440;3,35137800
-11,34687440;4,84067400
-11,34187440;4,84067400
-11,33687440;6,51636300
-11,33187440;7,07492600
-11,32687440;7,44709600
-11,32187440;7,44709600
-11,31687440;8,37844500
-11,31187440;9,30917700
-11,30687440;8,56422200
-11,30187440;8,37844500
-11,29687440;9,30917700
-11,29187440;9,12278500
-11,28687440;9,86774200
-11,28187440;9,30917700
-11,27687440;10,61270000
-11,27187440;11,35704000
-11,26687440;10,79847000
-11,26187440;11,35704000
-11,25687440;11,35704000
-11,25187440;12,10199000
-11,24687440;12,10199000
-11,24187440;12,28839000
-11,23687440;12,66056000
-11,23187440;13,21912000
-11,22687440;12,47478000
-11,22187440;12,28839000
-11,21687440;12,28839000
-11,21187440;13,03334000
-11,20687440;12,10199000
-11,20187440;12,10199000
-11,19687440;11,91621000
-11,19187440;10,61270000
-11,18687440;11,17126000
-11,18187440;12,10199000
-11,17687440;11,35704000
-11,17187440;11,35704000
-11,16687440;10,79847000
-11,16187440;11,35704000
-11,15687440;11,35704000
-11,15187440;11,91621000
-11,14687440;11,17126000
-11,14187440;11,72982000
-11,13687440;12,28839000
-11,13187440;11,54343000
-11,12687440;11,17126000
-11,12187440;11,72982000
-11,11687440;10,79847000
-11,11187440;11,17126000
-11,10687440;11,72982000
-11,10187440;10,05413000
-11,09687440;10,23991000
-11,09187440;9,86774200
-11,08687440;8,93700700
-11,08187440;9,49557100
-11,07687440;9,68134800
-11,07187440;9,30917700
-11,06687440;8,93700700
-11,06187440;10,05413000
-11,05687440;10,23991000
-11,05187440;10,05413000
-11,04687440;10,42630000
-11,04187440;11,17126000
-11,03687440;10,61270000
-11,03187440;11,54343000
-11,02687440;11,91621000
-11,02187440;11,35704000
-11,01687441;12,10199000
-11,01187441;11,17126000
-11,00687441;11,72982000
-11,00187441;11,17126000
-10,99687441;12,10199000
-10,99187441;11,91621000
-10,98687441;11,35704000
-10,98187441;11,17126000
-10,97687441;10,79847000
-10,97187441;11,17126000
-10,96687441;11,17126000
-10,96187441;10,79847000
-10,95687441;11,54343000
-10,95187441;11,72982000
-10,94687441;10,79847000
-10,94187441;11,72982000
-10,93687441;11,72982000
-10,93187441;12,47478000
-10,92687441;13,03334000
-10,92187441;11,72982000
-10,91687441;12,47478000
-10,91187441;12,28839000
-10,90687441;11,91621000
-10,90187441;12,28839000
-10,89687441;12,28839000
-10,89187441;12,47478000
-10,88687441;12,28839000
-10,88187441;12,28839000
-10,87687441;11,91621000
-10,87187441;11,54343000
-10,86687441;10,05413000
-10,86187441;10,42630000
-10,85687441;9,30917700
-10,85187441;9,30917700
-10,84687441;8,19205200
-10,84187441;7,07492600
-10,83687441;5,39923700
-10,83187441;3,35137800
-10,82687441;2,42002900
-10,82187441;1,48929600
-10,81687441;-0,18577760
-10,81187441;-1,48929600
-10,80687441;-2,23425200
-10,80187441;-3,72354800
-10,79687441;-3,35137800
-10,79187441;-3,16498500
-10,78687441;-3,16498500
-10,78187441;-3,16498500
-10,77687441;-3,16498500
-10,77187441;-1,67568900
-10,76687441;-0,37217020
-10,76187441;-0,18577760
-10,75687441;1,11712600
-10,75187441;1,48929600
-10,74687441;1,86146600
-10,74187441;1,86146600
-10,73687441;1,11712600
-10,73187441;1,11712600
-10,72687441;-0,74434050
-10,72187441;-0,55856290
-10,71687441;-2,04785900
-10,71187441;-2,04785900
-10,70687441;-4,46850300
-10,70187441;-5,39923700
-10,69687441;-6,32997000
-10,69187441;-6,88853300
-10,68687441;-6,88853300
-10,68187441;-6,88853300
-10,67687441;-6,88853300
-10,67187441;-6,88853300
-10,66687441;-7,26131900
-10,66187441;-6,51636300
-10,65687441;-6,32997000
-10,65187441;-5,39923700
-10,64687441;-5,58562900
-10,64187441;-5,39923700
-10,63687441;-5,39923700
-10,63187441;-6,51636300
-10,62687441;-7,07492600
-10,62187442;-6,70275500
-10,61687442;-8,75061500
-10,61187442;-9,49557100
-10,60687442;-10,23991000
-10,60187442;-10,23991000
-10,59687442;-11,91621000
-10,59187442;-12,28839000
-10,58687442;-13,40551000
-10,58187442;-13,40551000
-10,57687442;-14,52264000
-10,57187442;-13,77768000
-10,56687442;-14,15047000
-10,56187442;-13,77768000
-10,55687442;-12,84695000
-10,55187442;-11,91621000
-10,54687442;-11,35704000
-10,54187442;-11,35704000
-10,53687442;-10,79847000
-10,53187442;-9,86774200
-10,52687442;-10,42630000
-10,52187442;-8,56422200
-10,51687442;-9,12278500
-10,51187442;-9,68134800
-10,50687442;-9,12278500
-10,50187442;-8,93700700
-10,49687442;-9,68134800
-10,49187442;-10,05413000
-10,48687442;-9,30917700
-10,48187442;-10,05413000
-10,47687442;-9,49557100
